,Review Title,Review Text,Preprocessed_Review_Text,After Spelling Correction,Sentiment_score,Sentiment_
49,DONT BUY,I received a phone that had a crack in the screen which wasn’t that big of a deal but the something was off with camera though compared it my boyfriends phone who ordered the same one from Apple and I think it was replaced with a different one and the biggest problem with the phone was that it’s kept restarting I thought maybe I was doing it by accident but no it would turn off while I didn’t have it my hand but using my AirPods . I also had problems trying the return the phone as the shipping label they sent roundly be taken by fedex and I had to pay myself all around you’d be better off buying new phone from Apple it ended up being cheaper .all around I paid $780 for the phone unlocked from Apple don’t waste your money,receiv phone crack screen want big deal someth camera though compar boyfriend phone order one appl think replac differ one biggest problem phone kept start thought mayb accid would turn didn hand use airport also problem tri return phone ship label sent roundli taken foot pay around you better buy new phone appl end cheaper around paid 780 phone unlock appl dont wast money,received phone crack screen want big deal something camera though compared boyfriend phone ordered one apple think replaced different one biggest problem phone kept starting thought maybe accident would turn didn hand using airport also problems trying return phone shipping label sent roundly taken feet pay around you better buying new phone apple ended cheaper around paid 780 phone unlocked apple dont waste money,0.9981197714805603,NEGATIVE
50,Very visibly used and not worth the $100 price difference compared to a new phone,"This review is based on the renewed status of the phone and not of the iPhone itself. I had previously purchased a renewed Galaxy phone from Amazon and the phone was practically new for a small fraction of the price and it came with the original box and accessories. I thought it'd be worth it to save $100 or more since my last experience went so well. Unfortunately, the iPhone I received was very visibly used with scratches littering both sides of the phone, but without deep cracks to the screen. The battery's health was on the lower side. The phone also came in a generic box with generic accessories, which was to be expected since it is in the item description, but when you look at what you get for the renewed price it seems like a poor deal. Thankfully Amazon has a longer return period if the phone doesn't work out for you, but I only needed a few minutes with the phone to know that I'd rather buy a new phone from Apple for $100 more.",review base renew statu phone phone previous purchas renew galaxi phone amazon phone practic new small fraction price came origin box accessori thought it worth save 100 sinc last experi went well unfortun phone receiv visibl use scratch glitter side phone without deep crack screen batteri health lower side phone also came genet box genet accessori expect sinc item descript look get renew price seem like poor deal thank amazon longer return period phone doesn work need minut phone know id rather buy new phone appl 100,review based renewed status phone phone previously purchased renewed galaxy phone amazon phone practically new small fraction price came original box accessories thought it worth save 100 since last experience went well unfortunately phone received visibly used scratches glittering sides phone without deep cracks screen battery health lower side phone also came genetic box genetic accessories expected since item description look get renewed price seems like poor deal thankful amazon longer return period phone doesn work needed minutes phone know id rather buy new phone apple 100,0.9963253140449524,NEGATIVE
51,Best Buy!!,"This was an amazing buy from Kiss Electronics. No issues with phone operation so far, only just received & setup. Was packaged nicely & came with an adapter and a charging cable (no headset). Iphone product Red body was in good condition. Small scratches on upper corner . Very very happy with purchase",amaz buy kiss electron issu phone oper far receiv set packag nice came adapt charg cabl head phone product red bodi good condit small scratch upper corner happi purchas,amazing buy kiss electronics issues phone operation far received set package nicely came adapted charging cable heads phone product red body good condition small scratches upper corner happy purchase,0.9850295186042786,NEGATIVE
52,Great option and price,"A BIG thank you for selling iPhones on Amazon! I wanted this phone so bad and couldn’t get my hands on it anywhere unlocked. I am so glad I could buy in through Amazon, This is how we get everything so we knew it was reliable. The phone did not come in an apple iPhone box, but a box just the same with a charger no headphones. But I could care less because all I wanted was the phone. Works great, you wouldn’t even know the difference. I have since told friends and family to do the same when looking for a new phone. Plus it was much cheaper then I found it anywhere else. Very pleased that I got exactly what I wanted for an amazing deal!",big thank sell phone amazon want phone bad couldn get hand anywher unlock glad could buy amazon get everyth knew reliabl phone come appl phone box box charg headphon could care le want phone work great wouldn even know differ sinc told friend famili look new phone plu much cheaper found anywher el plea got exactli want amaz deal,big thank selling phone amazon wanted phone bad couldn get hands anywhere unlocked glad could buy amazon get everything knew reliable phone come apple phone box box charge headphones could care less wanted phone works great wouldn even know difference since told friends family looking new phone plus much cheaper found anywhere else pleased got exactly wanted amazing deal,0.9941243529319763,NEGATIVE
53,Love it!,camera came slightly scratched but overall a good purchase,camera came slightli scratch overal good purchas,camera came slightly scratched overall good purchase,0.8972269296646118,NEGATIVE
54,There’s a problem with this device,"Just got my iPhone 11 today and I was so anxious of using it but had to wait 2 hours for everything to set up. After that a message popped up saying that my phone screen may not be genuine so I freaked out because it supposed to be all ortigal? Right well apparently the screen is not authentic at all... hope my review and evidence works to y’all. I scanned my phone with a program called 3utools, hope it works.",got phone 11 today anxiou use wait 2 hour everyth set messag pop say phone screen may genuin creak suppos portug right well appar screen authent hope review evid work all scan phone program call tool hope work,got phone 11 today anxious using wait 2 hours everything set message popped saying phone screen may genuine creaked supposed portugal right well apparently screen authentic hope review evidence works all scanned phone program called tools hope works,0.9929696917533875,NEGATIVE
55,Perfect,Works great.,work great,works great,0.9998694658279419,POSITIVE
56,Hard to figure out how to use it. Not for seniors.,Not user friendly. I might have to return it. I have to learn how to clean it before I send it back as it loaded my pictures from my other phone.,user friendli might return learn clean send back load pictur phone,user friendly might return learn clean send back loaded pictures phone,0.9986316561698914,NEGATIVE
57,Like new!,"No scratches or damage on the screen, or, for that matter, any part of the phone! SO happy I took the plunge and bought the phone, it has been well worth it so far!-no scratches or dents anywhere-battery capacity 100%-unlocked & everything as advertised",scratch damag screen matter part phone happi took plung bought phone well worth faro scratch debt anywherebatteri capac 100unlock everyth advertis,scratches damage screen matter part phone happy took plunge bought phone well worth faro scratches debts anywherebattery capacity 100unlocked everything advertised,0.9923712015151978,NEGATIVE
58,Phone could’ve been better the price is a little too high .,"The phone came in with scratches on it but after I put the screen protector on you can’t see it and whenever you put the screen protector on it’s gone have some like bubbles I put it on over and over and the bubbles seems to not go away but, overall it’s good I guess it doesn’t have YouTube but I’m satisfied I guess but, the price should’ve been lower than this since it’s refurbished and still come in the mail kinda mess up. The face recognition works fine battery was fine the setup was good only took 5 mins.",phone came scratch put screen protector can see whenev put screen protector gone like bubbl put bubbl seem go away overal good guess doesn coutur in satisfi guess price should lower sinc refurbish still come mail kind mess face recognit work fine batteri fine set good took 5 mind,phone came scratches put screen protector can see whenever put screen protector gone like bubbles put bubbles seems go away overall good guess doesn couture in satisfied guess price should lower since refurbished still come mail kind mess face recognition works fine battery fine set good took 5 mind,0.9978047013282776,NEGATIVE
59,DEFECT PHONE. NOT WORTH IT.,"So I gave the phone another chance after it kept glitching on me but it’s definitely a no. The phone already came cracked on the side where the lock button is, I guess that’s why the phone won’t power off for me to complete the activation. Second after finally getting the phone to activate after letting it die out for a day because you have to turn a phone off & on for proper activation it finally started to work. I had gotten a screen protector & phone case for this iPhone 11 all for it not to work. After four days of having the phone i could no longer have a conversation on the phone. I could answer the phone & people could hear me but I couldn’t hear them, Then shortly after being on the phone it would hang up & say call failed. When I was on FaceTime the front camera was glitching on the video. I’ve had enough of this phone. Called straight talk this morning to have my minutes transferred to my other phone, will be taking my screen protector & case off && taking my new sims card out to return this phone TODAY for a full refund. This is my second time purchasing a phone from Amazon & BOTH times the phones were defects or glitches how you wanna say. I will NOT be ordering anymore phones online again. First time shame on you, second time shame on me & there will NOT BE A THIRD. People please read these reviews carefully because the person selling you the phone do NOT care. They fix these phones that’s broke & try to sell them thinking they’ve found a dummy because most won’t return the phone but I had a little time today & will have more when I get my refund today. I’ll give the phone one star because the phone takes nice back pictures but THATS IT.",gave phone anoth chanc kept twitch definit phone alreadi came crack side lock button guess that phone wont power complet motiv second final get phone activ let die day turn phone proper motiv final start work gotten screen protector phone case phone 11 work four day phone could longer convers phone could answer phone peopl could hear couldn hear shortli phone would hang say call fail peacetim front camera twitch video give enough phone call straight talk morn minut transfer phone take screen protector case take new aim card return phone today full refund second time purchas phone amazon time phone defect stitch anna say order anymor phone onlin first time shame second time shame third peopl plea read review care person sell phone care fix phone that broke tri sell think they found dummi wont return phone littl time today get refund today ill give phone one star phone take nice back pictur that,gave phone another chance kept twitching definitely phone already came cracked side lock button guess that phone wont power complete motivation second finally getting phone activate letting die day turn phone proper motivation finally started work gotten screen protector phone case phone 11 work four days phone could longer conversation phone could answer phone people could hear couldn hear shortly phone would hang say call failed peacetime front camera twitching video give enough phone called straight talk morning minutes transferred phone taking screen protector case taking new aims card return phone today full refund second time purchasing phone amazon times phone defects stitches anna say ordering anymore phone online first time shame second time shame third people please read reviews carefully person selling phone care fix phone that broke try sell thinking they found dummy wont return phone little time today get refund today ill give phone one star phone takes nice back pictures that,0.9971634745597839,NEGATIVE
60,"Works great, looks brand new","My sister is absolutely in love with this phone 😍 she was so surprised when I gave it to her, very fast shipping packaging was great.",sister absolut love phone surpris gave fast ship pack great,sister absolutely love phone surprised gave fast shipping packing great,0.9982836246490479,POSITIVE
61,"Horrible company, refund only 1% and keeps rest as a restocking fee!!!!","Received phone.  It looked good, then after charging it overnight the screen was a jumble of blurred vertical lines.  Amazon insisted we had to deal with the seller.  Could not clear the phone as the screen didn’t work.  Communication from the seller was scripted, they never really answer your questions.  Sent phone back to seller.  They refunded 1% and kept 99% as a restocking fee!  Then we had to force Amazon to deal with it to get a full refund.  Horrible seller, buyer beware!!!",receiv phone look good charg overnight screen jumbl blur vertic line amazon insist deal seller could clear phone screen didn work commun seller scrape never realli answer question sent phone back seller refus 1 kept 99 restor fee forc amazon deal get full refund horribl seller buyer bewar,received phone looked good charging overnight screen jumble blurred vertical lines amazon insisted deal seller could clear phone screen didn work communication seller scraped never really answer questions sent phone back seller refused 1 kept 99 restoring fee force amazon deal get full refund horrible seller buyer beware,0.9942319989204407,NEGATIVE
62,"Okay quality, a few complaints.","It came in perfect condition, no scratches, nothing was wrong. The battery life was at 100 percent. I had no complaints. One thing I noticed was that the app snapchat is glitchy on the phone. If you try to edit something for your story it just discards it after 30 seconds. Other than that,  it didn't come with earphones. As most people know the Iphone 11 has no headphone jack. So it's crucial that when we buy these phones we should get everything like new. Also, the charger is probably only a foot long. I like to play games or change my music while i'm laying down. I can't do that because the charger is so short. Last but not least, when you get the phone, the instructions are horrible. It tells you to download an app and what not, that just glitches your phone. Don't do it. Instead look up a video online on how to insert a sim card into an Iphone. From there, when you turn on the phone it will have instructions set up from apple. Do not! I repeat do not! Use the instructions provided. If you are switching from android to apple, it will take you longer to set up your phone because you need an apple ID. Also, you need to save your contacts, and write them down. Even after saving all my contacts to my sim card, when I inserted it, none were there. So it's crucial to remember your contacts.",came perfect condit scratch noth wrong batteri life 100 percent complaint one thing notic pp snapchat itchi phone tri edit someth stori discard 30 second didn come earphon peopl know phone 11 headphon jack crucial buy phone get everyth like new also charg probabl foot long like play game chang music in lay can charg short last least get phone instruct horribl tell download pp stitch phone dont instead look video onlin insert him card phone turn phone instruct set appl repeat use instruct provid twitch andro appl take longer set phone need appl id also need save contact write even save contact him card insert none crucial rememb contact,came perfect condition scratches nothing wrong battery life 100 percent complaints one thing noticed pp snapchat itchy phone try edit something story discard 30 seconds didn come earphones people know phone 11 headphone jack crucial buy phone get everything like new also charge probably foot long like play games change music in laying can charge short last least get phone instructions horrible tells download pp stitches phone dont instead look video online insert him card phone turn phone instructions set apple repeat use instructions provided twitching andros apple take longer set phone need apple id also need save contact write even saving contact him card inserted none crucial remember contact,0.9972609281539917,NEGATIVE
63,Screen was scratched,I paid $ 720 but the screen was scratched.  Should not be bought at this shop.,paid 720 screen scratch bought shop,paid 720 screen scratched bought shop,0.988272488117218,NEGATIVE
64,I had high hopes,"I requested an exchange because the phone I got reset on me a few times while trying to set it up. Like I had to redo adding my wifi and password, all the settings like country, prompts, etc. They made the return process so easy so I’ll give them props for that! Just got the “exchange” item. IT’S THE SAME EXACT PHONE I SENT BACK! I know because I recognize the small set of scuffs in the top right hand corner. They asked if I wanted the same color and I specified if it was available or I’d even take a white if it was a better option. They just replaced the little back sticker that came off when I had to clean it the first time I received it because it arrived dirty( like how phones get when they’ve been on a case for a while and the random dust/gunk that kind of accumulates) and added a fancy gold charging cord instead of the play white one. For paying over $400 for a renewed phone like this one I’d say OVERPRICED. They should base their prices off of how the phone looks and not just charge the same for all phones. I can say I’m disappointed to say the very least. The battery life is 86%.  The renewed iPhone 8plus I ordered 2 years ago (from somewhere similar) came at 97% battery life. That’s why I had high hopes it would be fine to order renewed.Will not order from again when the time comes to get a different phone. I’ve learned my lesson.",request exchang phone got rest time tri set like red ad wife password set like countri prompt etc made return process easi ill give drop got exchang item exact phone sent back know recogn small set cuff top right hand corner ask want color specifi avail id even take white better option replac littl back stick came clean first time receiv arriv dirti like phone get they case random dustgunk kind accumul ad fanci gold charg cord instead play white one pay 400 renew phone like one id say overpr base price phone look charg phone say in disappoint say least batteri life 86 renew phone plu order 2 year ago somewher similar came 97 batteri life that high hope would fine order renewedwil order time come get differ phone give learn lesson,requested exchange phone got rest times trying set like red adding wife password settings like country prompt etc made return process easy ill give drops got exchange item exact phone sent back know recognize small set cuffs top right hand corner asked wanted color specified available id even take white better option replaced little back stick came clean first time received arrived dirty like phone get they case random dustgunk kind accumulates added fancy gold charging cord instead play white one paying 400 renewed phone like one id say overpriced base prices phone looks charge phone say in disappointed say least battery life 86 renewed phone plus ordered 2 years ago somewhere similar came 97 battery life that high hopes would fine order renewedwill order time comes get different phone give learned lesson,0.9959067106246948,NEGATIVE
65,Good condition,"Slight micro scratch on the screen, but overall good condition for an open box",slight micro scratch screen overal good condit open box,slight micro scratch screen overall good condition open box,0.9919006824493408,NEGATIVE
66,As Advertised,"I’m pleasantly surprised with this transaction.  I’m a true skeptic and regularly conduct extensive research when making this type of purchase.  The phone doesn’t come in original packaging and the cord and wall adapter are definitely not Apple products. The usb connection on the wall adapter had was bent and i could not slide the usb into the adapter....that was tossed into the trash.  With that said, the product I care most about was the phone itself and it is exactly as advertised.  It stared right up and went through start up process.  My entire phone was transferred within an hour and I was on my way.  I’ve been using it for about 4 days now and the battery life is strong and all the features work perfectly (no sticky buttons, etc).  I would definitely recommend this vendor if you only care about getting the iPhone as it’s supposed to be.  If you’re concerned about packaging and having a “uniquely” Apple experience, you may want to pay the additional $400 at the Apple store.",in pleasantli surpris transact in true septic regularli conduct extens research make type purchas phone doesn come origin pack cord wall adapt definit appl product u connect wall adapt bent could slide u adapterthat toss trash said product care phone exactli advertis stare right went start process entir phone transfer within hour way give use 4 day batteri life strong featur work perfectli sticki button etc would definit recommend vendor care get phone suppos your concern pack uniqu appl experi may want pay addit 400 appl store,in pleasantly surprised transaction in true septic regularly conduct extensive research making type purchase phone doesn come original packing cord wall adapted definitely apple products us connection wall adapted bent could slide us adapterthat tossed trash said product care phone exactly advertised stared right went start process entire phone transferred within hour way give using 4 days battery life strong features work perfectly sticky buttons etc would definitely recommend vendor care getting phone supposed your concerned packing unique apple experience may want pay additional 400 apple store,0.9970135688781738,NEGATIVE
67,Pay attention to the 1-star ratings,"Phone doesn’t work on the providers they say it will. I really wish I’d paid attention to the 1-star ratings before I bought it.Pros: the phone is in great condition and it works wellCons: It’s not really unlocked – or its some weird hardware configuration. It won’t connect to the providers they said it would. I was on a Verizon network and bought the phone so I could switch to sprint. It didn’t work on sprint. I contacted the seller’s support, and they gave me lots of things to try. I tried them long enough for the return window to pass. Then they basically said, too bad for me.If I had it to do again, I’d spend a little more and get something that works properly. Or just returned the phone and got another.",phone doesn work provid say realli wish id paid attent star rate bought tproo phone great condit work wellcon realli unlock weird hardwar configur wont connect provid said would horizon network bought phone could switch spring didn work spring contract seller support gave lot thing tri tri long enough return window pas basic said bad mein id spend littl get someth work properli return phone got anoth,phone doesn work provides say really wish id paid attention star rating bought tproo phone great condition works wellcons really unlocked weird hardware configuration wont connect provides said would horizon network bought phone could switch spring didn work spring contracted sellers support gave lots things try tried long enough return window pass basically said bad mein id spend little get something works properly returned phone got another,0.9962984919548035,NEGATIVE
68,Doesn't turn on at all,"If there was a way to leave a 0 star, I would. I got the phone in the mail, super excited to get it up and running, and it wouldn't turn on. I called Apple and was on a call with them for 30 mins and they couldn't help me get the phone on either. Needless to say, I'll be returning the phone without even getting a chance to use it.",way leav 0 star would got phone mail super excit get run wouldn turn call appl call 30 mind couldn help get phone either needle say ill return phone without even get chanc use,way leave 0 star would got phone mail super excited get running wouldn turn called apple call 30 mind couldn help get phone either needless say ill returning phone without even getting chance use,0.9969080090522766,NEGATIVE
69,Bad refurb job,All they did was replace the glass. The sides of the phone are all scratched up not refurbished at all and the cables included are all aftermarket... not really pleased with the way the phone looks at all. Do yourself a favor and spend the extra money for a new one.,replac glass side phone scratch refurbish tabl includ aftermarket realli plea way phone look favor spend extra money new one,replace glass sides phone scratched refurbished tables included aftermarket really pleased way phone looks favor spend extra money new one,0.9978564381599426,NEGATIVE
70,My Face ID don’t work,The Face ID do not work I tried everything to fix it  In wouldn’t buy from dis seller again,face id work tri everyth fix wouldn buy di seller,face id work tried everything fix wouldn buy dis seller,0.9972461462020874,NEGATIVE
71,Brand new Purple iPhone 11!,"Got my phone in two days rather than five standard shipping days! I was happy it came sooner than expected!  I was nervous about ordering a renewed phone online because I didn’t want to spend $700 on a phone not knowing if it  was damaged or not, but I’m happy to say it came like brand new with no dents or scratches!! I’m so happy I made this choice because it saved me almost $300 from ordering on the apple website. Would definitely take the chance if your looking to buy the phone from them. The phone came in a different box with just a charger, FYI.",got phone two day rather five standard ship day happi came sooner expect nervou order renew phone onlin didn want spend 700 phone know damag in happi say came like brand new debt scratch in happi made choic save almost 300 order appl webster would definit take chanc look buy phone phone came differ box charg foi,got phone two days rather five standard shipping days happy came sooner expected nervous ordering renewed phone online didn want spend 700 phone knowing damaged in happy say came like brand new debts scratches in happy made choice saved almost 300 ordering apple webster would definitely take chance looking buy phone phone came different box charge foi,0.9979374408721924,NEGATIVE
72,"BEWARE OF SELLER ""BuySPRY""","The iPhone 11 my son bought from BuySPRY technically works in the sense of being a very expensive digital camera and ipod, but not as a phone.  In august, we were contacted by our phone service provider Xfinity Mobile who said the phone was flagged for being from Asia, possibly counterfeit, and therefore unusable on their system.  Checking with Verizon, ATT, and T-Mobile with IMEI, the answer was the same - nobody wants this phone on their system.  We contact BuySPRY who asked for the IMEI, which I immediately sent, and they have ghosted us since. We are now out of the return window, and my son has wasted his money.",phone 11 son bought buyspri technic work sen expens digit camera upon phone august contract phone servic provid affin mobil said phone flag asia possibl counterfeit therefor unabl system check horizon att mobil me answer nobodi want phone system contact buyspri ask me immedi sent shout u sinc return window son wast money,phone 11 son bought buyspry technically works sense expensive digital camera upon phone august contracted phone service provider affinity mobile said phone flagged asia possibly counterfeit therefore unable system checking horizon att mobile me answer nobody wants phone system contact buyspry asked me immediately sent shouted us since return window son wasted money,0.9965020418167114,NEGATIVE
73,Just keep going...DO NOT buy a phone from these people!,"What an awful, frustrating month long experience. Save yourself a ton of grief and aggravation and do not buy a phone here!! This whole experience was tragic. The phone was an absolute complete and total piece of worthless junk. The key board didn't work, it constantly froze up, it muted itself whenever it felt like it. I initiated a return process after the hassle of importing everything onto it then having to reverse the process when I realized the phone was possessed. I contacted the company and their big solution was to have me take the phone to a local repair shop like it was a pair of shoes and get an estimate for repairs, send them said estimate and they would then reimburse for the repair cost if the estimate was to their liking.NO WAY!! Ludacris, absurd solution! I finally had to get Amazon customer service involved, 6 phone calls over the span of a week and they were nice about it but I had to drive the phone 45 minutes to a UPS drop off spot after that and finally got a refund but not for the full price paid so I had to call Amazon AGIAN to get it fully rectified. Even the Amazon representative said this was a totally bogus response and proposed solution from the seller and to not buy 3rd party seller items in future. Lesson learned! Don't waste your time with this company. they sell you junk and make it as hard as possible to return for a refund. one month out and I still don't have a phone. Waiting till Black Friday at this point and buying new.",aw frustrat month long experi save ton grief aggrav buy phone whole experi tragic phone absolut complet total piec worthless june key board didn work constantli froze mute whenev felt like initi return process hast import everyth onto revers process realiz phone posse contract compani big solut take phone local repair shop like pair shoe get estim repair send said estim would reimburs repair cost estim like way ludacri absurd solut final get amazon custom servic involv 6 phone call span week nice drive phone 45 minut up drop spot final got refund full price paid call amazon again get fulli rectifi even amazon repres said total bonu respons propos solut seller buy rd parti seller item futur lesson learn dont wast time compani sell june make hard possibl return refund one month still dont phone wait till black friday point buy new,awful frustration month long experience save ton grief aggravation buy phone whole experience tragic phone absolute complete total piece worthless june key board didn work constantly froze mute whenever felt like initiated return process haste importing everything onto reverse process realized phone possessed contracted company big solution take phone local repair shop like pair shoes get estimate repairs send said estimate would reimbursed repair cost estimate liking way ludacris absurd solution finally get amazon customer service involved 6 phone calls span week nice drive phone 45 minutes up drop spot finally got refund full price paid call amazon again get fully rectified even amazon representative said totally bonus response proposed solution seller buy rd party seller items future lesson learned dont waste time company sell june make hard possible return refund one month still dont phone waiting till black friday point buying new,0.9992557168006897,NEGATIVE
74,Really good shape. Everything works!,"I was going to buy my girlfriend a bigger phone than her SE2020… but was worried about her not liking it not having a home button. Her fingers don’t always have a good tactile feel and has a hard time doing screen motions.She wasn’t to keen on the Face ID either.So after looking at the IPhone XR, XS Max and the 11, I decided to go with the 11. I looked through about 15 vendors and their review scores. This vendor came through pretty well. There is a small nick in the paint right above the power button, case hides it though.The battery is at 100%!! I did have some questions about the ear speaker. The calls were sounding crackly. I called Amazon and got disconnected but they emailed me and said to try and brush the ear speaker out. I did it and it seems to have helped but I don’t know if it’s 100%.The phone is great, It came with a screen protector on it and I don’t like those at all but it is on there very well so I’ll leave it for now.My girlfriend is getting my IPhone 8+ which has a bigger screen than hers and retains the home button.Overall happy with it, it does take some time getting use to it without a home button but Face ID works well.",go buy girlfriend bigger phone se2020 worri like home button finger dont alway good tactil feel hard time screen motionssh want keen face id either look phone or is max 11 decid go 11 look 15 vendor review score vendor came pretti well small nick paint right power button case hide thought batteri 100 question ear speaker call sound crackl call amazon got disconnect remain said tri brush ear speaker seem help dont know 100the phone great came screen protector dont like well ill leav now girlfriend get phone 8 bigger screen retain home buttonoveral happi take time get use without home button face id work well,going buy girlfriend bigger phone se2020 worried liking home button fingers dont always good tactile feel hard time screen motionsshe want keen face id either looking phone or is max 11 decided go 11 looked 15 vendor review scores vendor came pretty well small nick paint right power button case hides thought battery 100 questions ear speaker calls sounding crackle called amazon got disconnected remained said try brush ear speaker seems helped dont know 100the phone great came screen protector dont like well ill leave now girlfriend getting phone 8 bigger screen retains home buttonoverall happy take time getting use without home button face id works well,0.9920445680618286,NEGATIVE
75,Bad  experience,it seemed like new the thing I didn’t like is was it wasn’t in its original boxing didn’t even last three months and the screen started bugging out since it’s refurbished and the seller won’t help me by swapping it or giving you a refund. I’m mad and upset 700$ for a busted iPhone 11 what a rip off:( don’t buy this product as it’s just a broken phone. Better off buying a new one. They won’t even swap or anything. Like I just want a full refund n to send it back:( very unpleasant,seem like new thing didn like want origin box didn even last three month screen start beg sinc refurbish seller wont help snap give refund in mad upset 700 dust phone 11 rip dont buy product broken phone better buy new one wont even swap anyth like want full refund n send back unpleas,seemed like new thing didn like want original boxing didn even last three months screen started begging since refurbished seller wont help snapping giving refund in mad upset 700 dusted phone 11 rip dont buy product broken phone better buying new one wont even swap anything like want full refund n send back unpleasant,0.9981991648674011,NEGATIVE
76,Blown Speakers Galaxy Note 9,Speakers are blown and very crackly. Cannot hear it is so bad.,speaker blown crackl can not hear bad,speakers blown crackle cannot hear bad,0.5081779360771179,POSITIVE
77,"First day, no complaints!","Not gonna lie, after reading some of the reviews, I was a little hesitant to buy a Renewed phone, but in the end I'm super glad I did it! My phone came a day earlier than I expected, was nicely packaged, and already had a screen protector applied (no bubbles!). Set up and transfer from my old 6+ was simple. Got my apple watch transferred over. Cameras all work great, face ID has no issues so far, etc. Obviously it's been less than a day, but so far, so good! ♥",donna lie read review littl resist buy renew phone end in super glad phone came day earlier expect nice packag alreadi screen protector appli bubbl set transfer old 6 simpl got appl watch transfer camera work great face id issu far etc obvious le day far good,donna lie reading reviews little resistant buy renewed phone end in super glad phone came day earlier expected nicely package already screen protector applied bubbles set transfer old 6 simple got apple watch transferred camera work great face id issues far etc obviously less day far good,0.8805931806564331,POSITIVE
78,Keep in mind it is refurbished.,"Keep in mind these items are refurbished, which means someone else has had them - it may have a screen cover or already have knicks and chips. Based on my experience - there's a huge chance it could have been opened and repaired. If the phone was opened and the water resistant seal wasn't sealed correctly - you may lose the water resistant rating that these phones should have. There's a small chance of that happening, but it could still happen. Good thing - you have an extended 90 day return policy when it comes to Amazon refurbished returns.If Amazon offered unlocked, new phones - I would go that route - unfortunately they don't.",keep mind item refurbish mean someon el may screen cover alreadi knock chip base experi there huge chanc could open repair phone open water resist seal want seal correctli may lose water resist rate phone there small chanc happen could still happen good thing extend 90 day return polici come amazon refurbish return amazon offer unlock new phone would go rout unfortun dont,keep mind items refurbished means someone else may screen cover already knocks chips based experience there huge chance could opened repaired phone opened water resistant seal want sealed correctly may lose water resistant rating phone there small chance happening could still happen good thing extended 90 day return policy comes amazon refurbished returns amazon offered unlocked new phone would go route unfortunately dont,0.9984337687492371,NEGATIVE
79,Can’t believe how wonderful it is,"                    The media could not be loaded.
                



 I couldn’t have made a wiser decision about this iPhone 11. First off, it’s almost $60 cheaper than a brand new one, which is practically a steal. Then, it arrives 3 days early, who doesn’t love that? Lastly, I have boost mobile as a phone provider, so purchasing the phone totally unlocked was the way to go, walking into the store and getting the phone activated with the plan I already have took about 10 minutes, all I needed was a SIM card to be put in, which is $10.To anyone worrying about buying this and it being a bust, fear not! I am over the moon, elated about my purchase. Worth every penny.",medium could load couldn made wiser decis phone 11 first almost 60 cheaper brand new one practic steal arriv 3 day earli doesn love lastli boost mobil phone provid purchas phone total unlock way go walk store get phone activ plan alreadi took 10 minut need him card put to anyon worri buy bust fear moon elat purchas worth everi penni,media could loaded couldn made wiser decision phone 11 first almost 60 cheaper brand new one practically steal arrives 3 days early doesn love lastly boost mobile phone provider purchasing phone totally unlocked way go walking store getting phone activate plan already took 10 minutes needed him card put to anyone worrying buying bust fear moon elated purchase worth every penny,0.9957142472267151,NEGATIVE
80,I tried to upload a pic but idk how to lol,"Not gonna lie i was a little skeptical at first, im like dang did i really spend that much money on this what if its a scam? but im more than happy with the results. Battery health is on 100, phone is in perfect condition, came with new charger (no headphones tho), and there was no trouble transferring data from my old phone to the new one. I didnt even need to call my carrier to turn on the phone, just simply placed my sim card in. Definitely recommend this (if you dont mind the price lol).",donna lie littl skeptic first in like sang realli spend much money scar in happi result batteri health 100 phone perfect condit came new charg headphon the troubl transfer data old phone new one didn even need call carrier turn phone simpli place him card definit recommend dont mind price ll,donna lie little skeptically first in like sang really spend much money scar in happy results battery health 100 phone perfect condition came new charge headphones the trouble transferring data old phone new one didn even need call carrier turn phone simply placed him card definitely recommend dont mind price ll,0.9964558482170105,NEGATIVE
81,Great price!,I only dislike that I didn’t receive headphones with the order. Everything else was on point,dislik didn receiv headphon order everyth el point,dislike didn receive headphones order everything else point,0.9974337220191956,NEGATIVE
82,Good buy,It’s refurbish but I got all brand new (apple box with original charger but missing the ear plug),refurbish got brand new appl box origin charg miss ear plug,refurbish got brand new apple box original charge missing ear plug,0.9929444193840027,NEGATIVE
83,Great buy!,Cheapest iPhone 11 with 128gb that I could find online and I did ALOT of searching. Great buy! Love my new phone and the camera quality is amazing,cheapest phone 11 128gb could find onlin clot search great buy love new phone camera qualiti amaz,cheapest phone 11 128gb could find online clot searching great buy love new phone camera quality amazing,0.9949707388877869,NEGATIVE
84,Love my new phone!,The phone came in great condition. It works great! No lag! No issues! The battery life is great as well. I’m happy with the quality of the phone. I’m happy with my purchase! :),phone came great condit work great law issu batteri life great well in happi qualiti phone in happi purchas,phone came great condition works great law issues battery life great well in happy quality phone in happy purchase,0.5242856740951538,NEGATIVE
